numero_cliente;regional;safra_inicio_obras;nps_vistoria;faixa_renda;idade;filhos;sexo;estado_civil;escolaridade;meses_para_entrega;status_assistencia;acionamentos_assistencia;nps_6m;nps_6m_target
702;SP;2021-1S;Promotor;FAIXA 1;28;0;0;Casado(a);Médio Completo;32;Procedente;1;Detrator;0
703;SP;2021-1S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;32;AMBOS TIPOS;8;Detrator;0
704;SP;2021-1S;Promotor;FAIXA 1;40;1;1;Solteiro(a);Superior Completo;32;Não Solicitou;0;Neutro;1
705;SP;2021-1S;Promotor;FAIXA 1;42;2;2;Solteiro(a);Médio Completo;32;Não Solicitou;0;Neutro;1
706;SP;2021-1S;Detrator;FAIXA 2;45;0;0;Solteiro(a);Médio Completo;32;Procedente;1;Neutro;1
707;SP;2021-1S;Promotor;FAIXA 1;25;1;1;Solteiro(a);Médio Completo;32;Procedente;2;Detrator;0
708;SP;2021-1S;Detrator;FAIXA 1;24;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;1;Detrator;0
709;SP;2021-1S;Promotor;FAIXA 1;41;1;1;Solteiro(a);Médio Completo;32;Não Solicitou;2;Promotor;2
710;SP;2021-1S;Neutro;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;32;Improcedente;1;Detrator;0
711;SP;2021-1S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;0;Detrator;0
712;SP;2021-1S;Detrator;FAIXA 1;37;1;1;Solteiro(a);Superior Completo;32;AMBOS TIPOS;9;Detrator;0
713;SP;2020-2S;Detrator;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;37;Improcedente;2;Promotor;2
714;SP;2021-1S;Detrator;FAIXA 2;28;0;0;Casado(a);Médio Completo;32;Procedente;3;Detrator;0
715;SP;2021-1S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Superior Completo;32;Procedente;3;Detrator;0
716;SP;2021-1S;Detrator;FAIXA 1;41;2;2;Solteiro(a);Médio Completo;32;Não Solicitou;0;Detrator;0
717;SP;2021-1S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Superior Incompleto;32;AMBOS TIPOS;7;Neutro;1
718;SP;2021-1S;Neutro;FAIXA 1;31;0;0;Divorciado(a);Médio Completo;32;Não Solicitou;1;Detrator;0
719;SP;2021-1S;Detrator;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;32;Procedente;2;Detrator;0
720;SP;2021-1S;Promotor;FAIXA 2;35;0;0;Solteiro(a);Superior Incompleto;32;Não Solicitou;0;Detrator;0
721;SP;2021-1S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;32;AMBOS TIPOS;2;Detrator;0
722;SP;2021-1S;Promotor;FAIXA 2;52;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;0;Detrator;0
723;SP;2021-1S;Promotor;FAIXA 1;33;1;1;Solteiro(a);Superior Incompleto;32;Não Solicitou;0;Neutro;1
724;SP;2021-1S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;32;AMBOS TIPOS;1;Promotor;2
725;SP;2021-1S;Neutro;FAIXA 1;40;2;2;Solteiro(a);Médio Completo;32;AMBOS TIPOS;1;Detrator;0
726;SP;2021-1S;Promotor;FAIXA 1;41;4;4;Solteiro(a);Médio Completo;32;Não Solicitou;0;Neutro;1
727;BA;2021-2S;Promotor;FAIXA 3;36;0;0;Casado(a);Médio Completo;22;Procedente;5;Neutro;1
728;SP;2021-1S;Promotor;FAIXA 2;57;0;0;Casado(a);Médio Completo;32;Não Solicitou;2;Detrator;0
729;SP;2021-1S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;0;Promotor;2
730;SP;2021-1S;Detrator;FAIXA 1;35;2;2;Casado(a);Superior Incompleto;32;Não Solicitou;0;Detrator;0
731;SP;2021-1S;Promotor;FAIXA 2;35;0;0;Solteiro(a);Superior Completo;32;Não Solicitou;0;Promotor;2
732;SP;2021-1S;Detrator;FAIXA 2;28;0;0;Solteiro(a);Médio Completo;32;Procedente;4;Detrator;0
733;SP;2021-1S;Promotor;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;32;Procedente;2;Neutro;1
734;SP;2021-1S;Neutro;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;32;Procedente;2;Neutro;1
735;SP;2020-2S;Detrator;FAIXA 2;34;0;0;Solteiro(a);Superior Incompleto;37;AMBOS TIPOS;2;Detrator;0
736;SP;2020-2S;Detrator;FAIXA 3;41;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Detrator;0
737;SP;2020-2S;Detrator;FAIXA 2;27;0;0;Solteiro(a);Médio Completo;37;AMBOS TIPOS;5;Detrator;0
738;SP;2021-1S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;32;Improcedente;0;Detrator;0
739;SP;2020-2S;Detrator;FAIXA 3;32;0;0;Solteiro(a);Médio Completo;37;Procedente;2;Detrator;0
740;SP;2021-1S;Neutro;FAIXA 1;31;2;2;Solteiro(a);Médio Completo;32;AMBOS TIPOS;1;Detrator;0
741;RS;2022-2S;Promotor;FAIXA 1;50;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;0;Promotor;2
742;RS;2022-2S;Promotor;FAIXA 1;20;1;1;Solteiro(a);Médio Completo;24;Improcedente;0;Promotor;2
743;RS;2022-2S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;24;Não Solicitou;0;Promotor;2
744;RS;2022-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;0;Detrator;0
745;RS;2022-2S;Promotor;FAIXA 2;27;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;0;Promotor;2
746;RS;2022-2S;Detrator;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;24;Procedente;2;Detrator;0
747;RS;2022-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;24;AMBOS TIPOS;1;Neutro;1
748;RS;2022-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;24;Procedente;1;Promotor;2
749;RS;2022-2S;Neutro;FAIXA 1;38;0;0;Solteiro(a);Médio Completo;24;Improcedente;4;Neutro;1
750;RS;2022-2S;Promotor;FAIXA 1;27;1;1;Solteiro(a);Médio Completo;24;Não Solicitou;1;Promotor;2
751;RS;2022-2S;Promotor;FAIXA 1;21;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;1;Neutro;1
752;RS;2022-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Superior Completo;24;Não Solicitou;0;Promotor;2
753;RS;2022-2S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Superior Completo;24;Procedente;2;Neutro;1
754;RS;2022-2S;Promotor;FAIXA 1;47;1;1;Solteiro(a);Médio Completo;24;AMBOS TIPOS;3;Promotor;2
755;RS;2022-2S;Neutro;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;24;AMBOS TIPOS;7;Promotor;2
756;RS;2022-2S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;24;Não Solicitou;1;Promotor;2
757;RS;2022-2S;Promotor;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;24;AMBOS TIPOS;1;Promotor;2
758;RS;2022-2S;Promotor;FAIXA 1;28;1;1;Solteiro(a);Médio Completo;24;Improcedente;2;Promotor;2
759;RS;2022-2S;Promotor;FAIXA 2;25;0;0;Solteiro(a);Médio Completo;24;Improcedente;0;Neutro;1
760;RS;2022-2S;Promotor;FAIXA 1;44;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;6;Promotor;2
761;SP;2020-2S;Detrator;FAIXA 1;33;0;0;Solteiro(a);Superior Completo;37;Não Solicitou;4;Detrator;0
762;RJ;2020-2S;Promotor;FAIXA 2;48;0;0;Solteiro(a);Superior Completo;38;Não Solicitou;0;Promotor;2
763;BA;2022-1S;Promotor;FAIXA 1;45;0;0;Casado(a);Médio Completo;25;Não Solicitou;2;Promotor;2
764;SP;2021-1S;Promotor;FAIXA 1;46;1;1;Solteiro(a);Médio Completo;32;AMBOS TIPOS;3;Detrator;0
765;SP;2021-1S;Promotor;FAIXA 1;47;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;4;Detrator;0
766;SP;2020-2S;Promotor;FAIXA 2;29;0;0;Solteiro(a);Médio Completo;37;Improcedente;1;Detrator;0
767;SP;2020-2S;Promotor;FAIXA 1;52;0;0;Solteiro(a);Médio Completo;37;AMBOS TIPOS;4;Detrator;0
768;BA;2022-1S;Promotor;FAIXA 2;63;0;0;Solteiro(a);Médio Completo;25;AMBOS TIPOS;4;Promotor;2
769;SP;2021-1S;Promotor;FAIXA 1;33;0;0;Solteiro(a);Médio Completo;32;Procedente;1;Promotor;2
770;SP;2021-1S;Promotor;FAIXA 1;40;0;0;Casado(a);Médio Completo;32;AMBOS TIPOS;20;Promotor;2
771;SP;2020-2S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Superior Completo;37;Improcedente;6;Detrator;0
772;RS;2022-2S;Promotor;FAIXA 1;38;1;1;Solteiro(a);Superior Incompleto;24;AMBOS TIPOS;3;Promotor;2
773;RS;2022-2S;Promotor;FAIXA 1;32;1;1;Solteiro(a);Médio Completo;24;Não Solicitou;0;Promotor;2
774;RS;2022-1S;Promotor;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;17;Não Solicitou;0;Promotor;2
775;SP;2020-2S;Detrator;FAIXA 2;37;0;0;Solteiro(a);Médio Completo;37;AMBOS TIPOS;10;Detrator;0
776;BA;2022-1S;Promotor;FAIXA 2;50;0;0;Casado(a);Médio Completo;25;Não Solicitou;0;Promotor;2
777;RS;2022-2S;Promotor;FAIXA 1;46;0;0;Solteiro(a);Médio Completo;24;AMBOS TIPOS;2;Detrator;0
778;SP;2021-1S;Detrator;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;1;Detrator;0
779;SP;2021-2S;Promotor;FAIXA 2;41;0;0;Solteiro(a);Médio Completo;34;Improcedente;1;Detrator;0
780;SP;2021-2S;Promotor;FAIXA 1;53;1;1;Solteiro(a);Médio Completo;34;AMBOS TIPOS;17;Detrator;0
781;SP;2021-2S;Promotor;FAIXA 1;31;0;0;Casado(a);Médio Completo;34;AMBOS TIPOS;2;Detrator;0
782;RJ;2022-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;18;Não Solicitou;2;Neutro;1
783;RJ;2022-1S;Promotor;FAIXA 1;27;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
784;RJ;2022-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;18;Procedente;2;Promotor;2
785;SP;2021-2S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Detrator;0
786;SP;2021-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;34;AMBOS TIPOS;2;Neutro;1
787;SP;2021-2S;Promotor;FAIXA 2;55;0;0;Solteiro(a);Médio Completo;34;Improcedente;0;Neutro;1
788;SP;2021-2S;Detrator;FAIXA 1;36;0;0;Casado(a);Médio Completo;34;AMBOS TIPOS;9;Detrator;0
789;SP;2021-2S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;34;Procedente;3;Promotor;2
790;SP;2021-2S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Promotor;2
791;SP;2021-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Promotor;2
792;SP;2021-2S;Promotor;FAIXA 2;31;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Detrator;0
793;SP;2021-2S;Promotor;FAIXA 1;55;1;1;Casado(a);Médio Completo;34;Não Solicitou;0;Promotor;2
794;SP;2021-2S;Promotor;FAIXA 1;56;1;1;Casado(a);Médio Completo;34;Não Solicitou;0;Promotor;2
795;SP;2021-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Detrator;0
796;SP;2021-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;34;Improcedente;0;Detrator;0
797;SP;2021-2S;Detrator;FAIXA 1;35;1;1;Solteiro(a);Superior Completo;34;AMBOS TIPOS;2;Detrator;0
798;SP;2021-2S;Promotor;FAIXA 1;39;0;0;Casado(a);Médio Completo;34;Procedente;2;Detrator;0
799;SP;2021-2S;Detrator;FAIXA 1;29;1;1;Solteiro(a);Médio Completo;34;Não Solicitou;0;Neutro;1
800;SP;2021-2S;Detrator;FAIXA 2;33;1;1;Solteiro(a);Médio Completo;34;AMBOS TIPOS;1;Detrator;0
801;SP;2021-2S;Promotor;FAIXA 1;54;2;2;Divorciado(a);Médio Completo;34;Procedente;4;Detrator;0
802;SP;2021-2S;Promotor;FAIXA 1;44;0;0;Solteiro(a);Médio Completo;34;AMBOS TIPOS;2;Detrator;0
803;SP;2021-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;34;Improcedente;1;Detrator;0
804;SP;2021-2S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;34;Improcedente;11;Promotor;2
805;SP;2021-2S;Promotor;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;34;Procedente;1;Detrator;0
806;SP;2021-2S;Neutro;FAIXA 2;33;1;1;Casado(a);Médio Completo;34;Não Solicitou;0;Detrator;0
807;SP;2021-2S;Promotor;FAIXA 1;30;0;0;Casado(a);Médio Completo;34;AMBOS TIPOS;8;Detrator;0
808;SP;2021-2S;Promotor;FAIXA 2;46;1;1;Viúvo(a);Médio Completo;34;Não Solicitou;0;Neutro;1
809;SP;2021-2S;Promotor;FAIXA 2;29;0;0;Solteiro(a);Superior Completo;34;Não Solicitou;0;Detrator;0
810;SP;2021-2S;Promotor;FAIXA 2;31;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;2;Neutro;1
811;SP;2021-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Detrator;0
812;SP;2021-2S;Promotor;FAIXA 1;38;2;2;Solteiro(a);Médio Completo;34;Procedente;1;Promotor;2
813;SP;2021-2S;Promotor;FAIXA 1;26;1;1;Solteiro(a);Médio Completo;34;Não Solicitou;4;Neutro;1
814;SP;2021-2S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;34;AMBOS TIPOS;3;Promotor;2
815;SP;2021-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;34;Improcedente;1;Promotor;2
816;SP;2021-2S;Promotor;FAIXA 1;29;1;1;Solteiro(a);Médio Completo;34;Procedente;2;Detrator;0
817;SP;2021-2S;Promotor;FAIXA 3;43;0;0;Solteiro(a);Superior Completo;34;Procedente;4;Neutro;1
818;SP;2021-2S;Promotor;FAIXA 1;59;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;3;Detrator;0
819;SP;2021-2S;Promotor;FAIXA 2;37;1;1;Casado(a);Médio Completo;34;AMBOS TIPOS;4;Detrator;0
820;SP;2021-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Neutro;1
821;SP;2021-2S;Promotor;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;34;Não Solicitou;1;Neutro;1
822;SP;2021-2S;Neutro;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;34;AMBOS TIPOS;1;Neutro;1
823;SP;2021-2S;Neutro;FAIXA 3;49;1;1;Casado(a);Médio Completo;34;Procedente;3;Detrator;0
824;SP;2021-2S;Promotor;FAIXA 1;27;1;1;Solteiro(a);Médio Completo;34;Não Solicitou;0;Detrator;0
825;RS;2022-2S;Promotor;FAIXA 2;39;0;0;Divorciado(a);Médio Completo;24;Improcedente;0;Detrator;0
826;PE;2022-2S;Detrator;FAIXA 1;41;0;0;Solteiro(a);Superior Completo;23;Improcedente;0;Detrator;0
827;CPS;2021-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Superior Completo;27;Não Solicitou;0;Promotor;2
828;PE;2022-1S;Promotor;FAIXA 2;38;1;1;Solteiro(a);Fundamental Completo;21;AMBOS TIPOS;3;Promotor;2
829;RS;2022-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;24;Procedente;2;Detrator;0
830;PR;2022-1S;Neutro;FAIXA 1;32;1;1;Solteiro(a);Superior Completo;24;Não Solicitou;1;Detrator;0
831;BA;2022-1S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;25;Improcedente;1;Neutro;1
832;RS;2022-2S;Promotor;FAIXA 1;22;1;1;Solteiro(a);Médio Completo;24;Improcedente;1;Promotor;2
833;RJ;2022-2S;Promotor;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;18;Não Solicitou;0;Neutro;1
834;CE;2022-2S;Promotor;FAIXA 1;21;0;0;Solteiro(a);Médio Completo;24;Procedente;2;Detrator;0
835;CE;2022-2S;Promotor;FAIXA 1;36;2;2;Solteiro(a);Médio Completo;24;Não Solicitou;0;Detrator;0
836;CE;2022-2S;Neutro;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;3;Detrator;0
837;CE;2022-2S;Detrator;FAIXA 1;39;1;1;Divorciado(a);Médio Completo;24;AMBOS TIPOS;5;Detrator;0
838;RJ;2023-1S;Promotor;FAIXA 1;54;0;0;Solteiro(a);Médio Completo;5;Não Solicitou;1;Detrator;0
839;RJ;2022-2S;Promotor;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;18;AMBOS TIPOS;5;Promotor;2
840;CE;2022-2S;Promotor;FAIXA 1;31;0;0;União estável;Médio Completo;24;Improcedente;3;Detrator;0
841;CE;2022-2S;Promotor;FAIXA 1;41;1;1;Solteiro(a);Médio Completo;24;AMBOS TIPOS;8;Detrator;0
842;CE;2022-2S;Neutro;FAIXA 1;26;1;1;Solteiro(a);Médio Completo;24;AMBOS TIPOS;1;Detrator;0
843;CE;2022-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;24;AMBOS TIPOS;2;Detrator;0
844;CE;2022-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;24;Procedente;2;Detrator;0
845;CE;2022-2S;Detrator;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;24;AMBOS TIPOS;13;Detrator;0
846;CE;2022-2S;Neutro;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;24;AMBOS TIPOS;2;Detrator;0
847;CE;2022-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;24;Procedente;5;Promotor;2
848;CE;2022-2S;Neutro;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;24;Procedente;1;Detrator;0
849;CE;2022-2S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;24;Não Solicitou;0;Promotor;2
850;RS;2022-2S;Neutro;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;0;Neutro;1
851;CE;2022-2S;Promotor;FAIXA 1;31;2;2;Solteiro(a);Médio Completo;24;Procedente;4;Neutro;1
852;BA;2022-1S;Neutro;FAIXA 1;45;1;1;Divorciado(a);Médio Completo;25;Não Solicitou;0;Detrator;0
853;SP;2020-2S;Detrator;FAIXA 3;30;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Detrator;0
854;CE;2022-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;24;Procedente;3;Neutro;1
855;RS;2022-2S;Promotor;FAIXA 1;24;1;1;Solteiro(a);Fundamental Completo;24;AMBOS TIPOS;2;Detrator;0
856;CE;2022-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;24;Procedente;5;Detrator;0
857;RJ;2021-1S;Neutro;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;20;Não Solicitou;3;Neutro;1
858;SP;2021-1S;Promotor;FAIXA 2;39;0;0;Solteiro(a);Médio Completo;32;Procedente;2;Detrator;0
859;CE;2022-2S;Promotor;FAIXA 1;0;0;0;Solteiro(a);Médio Completo;24;Procedente;3;Detrator;0
860;SP;2020-2S;Detrator;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;37;AMBOS TIPOS;4;Detrator;0
861;SP;2021-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Neutro;1
862;SP;2021-2S;Neutro;FAIXA 1;43;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Promotor;2
863;SP;2020-2S;Detrator;FAIXA 2;30;1;1;Solteiro(a);Médio Completo;37;Improcedente;0;Detrator;0
864;SP;2020-2S;Promotor;FAIXA 2;43;1;1;Divorciado(a);Médio Completo;37;Não Solicitou;0;Promotor;2
865;BA;2022-1S;Promotor;FAIXA 1;54;0;0;Casado(a);Médio Completo;25;Não Solicitou;0;Promotor;2
866;BA;2022-1S;Neutro;FAIXA 1;27;0;0;Casado(a);Médio Completo;20;AMBOS TIPOS;2;Neutro;1
867;CE;2022-2S;Promotor;FAIXA 1;44;1;1;Solteiro(a);Médio Completo;24;Procedente;6;Neutro;1
868;SP;2021-2S;Promotor;FAIXA 1;38;0;0;Casado(a);Médio Completo;34;Não Solicitou;0;Detrator;0
869;SP;2020-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;0;Promotor;2
870;SP;2020-1S;Neutro;FAIXA 2;38;0;0;Solteiro(a);Superior Completo;39;Não Solicitou;0;Detrator;0
871;SP;2021-2S;Promotor;FAIXA 1;31;0;0;Casado(a);Médio Completo;34;AMBOS TIPOS;9;Detrator;0
872;SP;2021-1S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;32;Não Solicitou;2;Neutro;1
873;SP;2020-2S;Neutro;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;37;AMBOS TIPOS;1;Detrator;0
874;SP;2021-2S;Promotor;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;34;Não Solicitou;0;Detrator;0
875;SP;2021-1S;Neutro;FAIXA 2;35;1;1;Divorciado(a);Médio Completo;35;Não Solicitou;0;Promotor;2
876;PE;2022-2S;Detrator;FAIXA 1;32;1;1;Solteiro(a);Médio Completo;23;Não Solicitou;0;Detrator;0
877;SP;2021-1S;Detrator;FAIXA 2;42;1;1;Viúvo(a);Médio Completo;35;Procedente;3;Detrator;0
878;SP;2020-2S;Neutro;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Neutro;1
879;SP;2021-2S;Promotor;FAIXA 1;34;1;1;Solteiro(a);Médio Completo;34;Não Solicitou;0;Detrator;0
880;BA;2022-1S;Detrator;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;25;AMBOS TIPOS;3;Detrator;0
881;SP;2020-2S;Neutro;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;1;Neutro;1
882;SP;2021-2S;Neutro;FAIXA 1;48;0;0;Casado(a);Médio Completo;34;AMBOS TIPOS;3;Detrator;0
883;SP;2020-2S;Detrator;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;4;Neutro;1
884;SP;2020-2S;Neutro;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;37;Procedente;4;Neutro;1
885;SP;2020-2S;Detrator;FAIXA 1;48;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;4;Detrator;0
886;SP;2020-2S;Neutro;FAIXA 1;43;1;1;Casado(a);Médio Completo;39;Procedente;8;Detrator;0
887;SP;2020-2S;Detrator;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;39;Procedente;4;Detrator;0
888;SP;2020-2S;Promotor;FAIXA 1;40;1;1;Solteiro(a);Médio Completo;39;Improcedente;3;Detrator;0
889;SP;2020-2S;Neutro;FAIXA 1;59;1;1;Casado(a);Médio Completo;39;AMBOS TIPOS;4;Detrator;0
890;SP;2020-2S;Promotor;FAIXA 1;54;1;1;Solteiro(a);Médio Completo;39;Procedente;3;Neutro;1
891;SP;2020-2S;Promotor;FAIXA 1;41;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;3;Promotor;2
892;SP;2020-2S;Neutro;FAIXA 1;61;0;0;Solteiro(a);Médio Completo;39;Procedente;7;Detrator;0
893;SP;2021-2S;Neutro;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;34;Procedente;7;Detrator;0
894;SP;2020-2S;Promotor;FAIXA 1;55;1;1;Solteiro(a);Fundamental Completo;39;Procedente;1;Detrator;0
895;SP;2020-2S;Detrator;FAIXA 1;36;0;0;Solteiro(a);Superior Completo;39;Não Solicitou;2;Neutro;1
896;SP;2020-2S;Promotor;FAIXA 1;38;1;1;Solteiro(a);Médio Completo;39;Não Solicitou;1;Promotor;2
897;SP;2020-2S;Neutro;FAIXA 1;41;0;0;Solteiro(a);Superior Completo;39;Não Solicitou;0;Neutro;1
898;SP;2020-2S;Detrator;FAIXA 2;32;0;0;Solteiro(a);Médio Completo;39;Procedente;3;Detrator;0
899;SP;2020-2S;Promotor;FAIXA 2;59;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;3;Detrator;0
900;SP;2020-2S;Neutro;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;8;Neutro;1
901;SP;2020-2S;Neutro;FAIXA 1;35;2;2;Solteiro(a);Médio Completo;39;Procedente;6;Neutro;1
902;SP;2020-2S;Promotor;FAIXA 1;40;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;2;Promotor;2
903;SP;2021-2S;Promotor;FAIXA 2;46;2;2;Casado(a);Médio Completo;34;AMBOS TIPOS;5;Promotor;2
904;SP;2020-2S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Superior Completo;39;Procedente;2;Promotor;2
905;SP;2020-2S;Promotor;FAIXA 2;27;0;0;Solteiro(a);Médio Completo;39;Procedente;3;Neutro;1
906;SP;2020-2S;Detrator;FAIXA 1;33;0;0;Solteiro(a);Superior Completo;39;Não Solicitou;0;Detrator;0
907;SP;2020-2S;Neutro;FAIXA 3;49;0;0;Solteiro(a);Superior Completo;39;Não Solicitou;0;Promotor;2
908;SP;2020-2S;Promotor;FAIXA 2;56;1;1;Solteiro(a);Médio Completo;39;Não Solicitou;0;Promotor;2
909;SP;2020-2S;Neutro;FAIXA 3;40;0;0;Solteiro(a);Superior Completo;39;Improcedente;6;Promotor;2
910;SP;2020-2S;Neutro;FAIXA 1;31;0;0;Solteiro(a);Superior Completo;39;AMBOS TIPOS;1;Detrator;0
911;SP;2020-2S;Detrator;FAIXA 2;48;1;1;Divorciado(a);Superior Completo;39;AMBOS TIPOS;4;Detrator;0
912;SP;2020-2S;Detrator;FAIXA 1;25;0;0;Solteiro(a);Superior Completo;39;Procedente;3;Detrator;0
913;SP;2020-2S;Promotor;FAIXA 1;44;0;0;Casado(a);Médio Completo;39;Não Solicitou;0;Promotor;2
914;SP;2020-2S;Promotor;FAIXA 1;40;2;2;Casado(a);Médio Completo;39;AMBOS TIPOS;11;Detrator;0
915;SP;2020-2S;Neutro;FAIXA 2;40;0;0;Solteiro(a);Superior Completo;39;Não Solicitou;0;Detrator;0
916;SP;2020-2S;Detrator;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;5;Detrator;0
917;SP;2020-2S;Detrator;FAIXA 1;47;0;0;Solteiro(a);Médio Completo;39;Procedente;3;Detrator;0
918;SP;2020-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Superior Completo;39;AMBOS TIPOS;2;Neutro;1
919;SP;2020-2S;Promotor;FAIXA 1;49;2;2;Casado(a);Médio Completo;39;Procedente;2;Detrator;0
